reaction,gpr,GO_HKP,DLKcat,MTLKP,TurNup,UniKP,database,fill_method,database_clean,reaction_type,is_complex,base_reaction,is_reverse,Ensemble_Geometric_Mean,Ensemble_Arithmetic_Mean,Ensemble_Median,Ensemble_Weighted
THRPtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THRPtex,False,,,,
THRPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRPtex,False,,,,
THRPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRPtex,True,,,,
THRPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,THRPtex,True,,,,
THRPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THRPtex,True,,,,
THRPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRPtex,True,,,,
THRS,b0004,123.60963225270936,0.3282,7.0452237,29.26873588562012,5.8218552443149,5.6666665,,5.6666665,Metabolic (Core),False,THRS,False,4.455276716449971,10.616003707483756,6.433539472157451,4.455276716449971
THRabcpp,b3457 and b3455 and b3456 and b3460 and b3454,97.76404181117316,13.5919,6.5617394,18.14558982849121,20.83005914936328,,112645.641475366,,Metabolic (Core),True,THRabcpp,False,13.550027775634419,14.782322094463623,15.868744914245607,13.550027775634419
THRt2pp_num1,b0813,33.2825,6.2241,3.8428981,34.2525634765625,0.977063986649603,,112645.641475366,,Metabolic (Core),False,THRt2pp,False,5.31909661768736,11.324156390803026,5.03349905,5.31909661768736
THRt2pp_num2,b3823,33.2825,,6.836773,36.318973541259766,4.69157887104192,,112645.641475366,,Metabolic (Core),False,THRt2pp,False,10.52207151703421,15.949108470767229,6.836773,5.842193497122336
THRt2rpp,b3116,33.2825,1.5355,3.0169044,10.71681308746338,4.810772528691261,,112645.641475366,,Metabolic (Core),False,THRt2rpp,False,3.9311802922087478,5.019997504038661,3.9138384643456305,3.9311802922087478
THRt4pp,b3089,23.0,0.32,17.652739,17.803878784179688,1.10372881793359,,112645.641475366,,Metabolic (Core),False,THRt4pp,False,3.24589728232213,9.220086650528321,9.378233908966795,3.24589728232213
THRtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRtex,False,,,,
THRtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,THRtex,False,,,,
THRtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THRtex,False,,,,
THRtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRtex,False,,,,
THRtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRtex,True,,,,
THRtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,THRtex,True,,,,
THRtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THRtex,True,,,,
THRtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THRtex,True,,,,
THYMtex_num1,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THYMtex,False,,,,
THYMtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,THYMtex,False,,,,
THYMtex_num3,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,THYMtex,False,,,,
THYMtex_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THYMtex,False,,,,
THYMtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,THYMtex,True,,,,
THYMtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,THYMtex,True,,,,
THYMtex_reverse_num3,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,THYMtex,True,,,,
THYMtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,THYMtex,True,,,,
THZPSN3,b3992 and b3990 and b0423 and b2530 and b4407 and b3991,128.2406734749161,49.6459,2.650314,4.520028114318848,24.841068680942527,,112645.641475366,,Metabolic (Core),True,THZPSN3,False,11.024858714915874,20.41432769881534,14.680548397630687,11.024858714915874
TKT1_num1,b2935,115.69288473855744,24.2942,10.412914,9.579538345336914,6.41530114666154,,25661.335384615384,,Metabolic (Core),False,TKT1,False,11.166295792065359,12.675488372999615,9.996226172668457,11.166295792065359
TKT1_num2,b2465,97.76404181117316,3.8722,8.462711,14.301926612854004,5.265135685472943,,25661.335384615384,,Metabolic (Core),False,TKT1,False,7.048031734980343,7.975493324581736,6.863923342736472,7.048031734980343
TKT1_reverse_num1,b2935,115.69288473855744,12.2154,6.713093,7.373360633850098,7.494230452223806,,25661.335384615384,,Metabolic (Reverse),False,TKT1,True,8.204568004276112,8.449021021518476,7.433795543036952,8.204568004276112
TKT1_reverse_num2,b2465,97.76404181117316,,5.134286,11.008164405822754,8.135649937618254,,25661.335384615384,,Metabolic (Reverse),False,TKT1,True,7.718431824595151,8.092700114480335,8.135649937618254,4.630701687102294
TKT2_num1,b2935,115.69288473855744,36.8571,10.412914,8.01261043548584,6.41530114666154,,30833.397647058824,,Metabolic (Core),False,TKT2,False,11.85144020472446,15.424481395536846,9.21276221774292,11.85144020472446
TKT2_num2,b2465,97.76404181117316,,8.462711,14.301926612854004,3.5613761147405705,,30833.397647058824,,Metabolic (Core),False,TKT2,False,7.553947560835257,8.775337909198191,8.462711,4.55649055354419
TKT2_reverse_num1,b2935,115.69288473855744,1.4303,8.893918,9.930010795593262,8.014234522869614,,30833.397647058824,,Metabolic (Reverse),False,TKT2,True,5.640700057604864,7.067115829615719,8.454076261434807,5.640700057604864
TKT2_reverse_num2,b2465,97.76404181117316,,8.330298,15.273137092590332,4.810772528691261,,30833.397647058824,,Metabolic (Reverse),False,TKT2,True,8.490524835940873,9.471402540427198,8.330298,4.973944127507348
TMAOR1_num1,b0896 and b0895 and b0894,143.25976446138526,3.8247,1165.4689,33.09517288208008,8.578554053307505,,112645.641475366,,Metabolic (Core),True,TMAOR1,False,33.540474535285995,302.7418317338469,20.836863467693792,33.540474535285995
TMAOR1_num2,b1588 and b1589 and b1590 and b1587,149.80799644754114,12.2147,849.9638,10.40248680114746,69.62689854059693,,112645.641475366,,Metabolic (Core),True,TMAOR1,False,52.36599555850277,235.5519713354361,40.92079927029846,52.36599555850277
TMAOR1pp_num1,b0997 and b0996,169.22268505812133,177.0219,51.66765,4.0126142501831055,8.578554053307505,,112645.641475366,,Metabolic (Core),True,TMAOR1pp,False,23.687640457521127,60.32017957587265,30.123102026653754,23.687640457521127
TMAOR1pp_num2,b1872 and b1873,155.2551722501099,,58.358,10.40248680114746,2.5818491326450226,,112645.641475366,,Metabolic (Core),True,TMAOR1pp,False,11.615987733990691,23.78077864459749,10.40248680114746,6.292049180960901
TMAOR2,b0896 and b0895 and b0894,143.25976446138526,146.4919,1165.4689,34.095191955566406,11.925618662439843,,112645.641475366,,Metabolic (Core),True,TMAOR2,False,91.27925560916725,339.49540265450156,90.2935459777832,91.27925560916725
TMAOR2pp_num1,b0997 and b0996,169.22268505812133,17.4366,51.66765,3.89492392539978,8.578554053307505,,112645.641475366,,Metabolic (Core),True,TMAOR2pp,False,13.171899133966535,20.39443199467682,13.007577026653752,13.171899133966535
TMAOR2pp_num2,b1872 and b1873,155.2551722501099,,58.358,10.097379684448242,9.661923757639329,,112645.641475366,,Metabolic (Core),True,TMAOR2pp,False,17.856276309320865,26.039101147362526,10.097379684448242,8.68646698217076
TMAOtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAOtex,False,,,,
TMAOtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TMAOtex,False,,,,
TMAOtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TMAOtex,False,,,,
TMAOtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAOtex,False,,,,
TMAOtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAOtex,True,,,,
TMAOtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TMAOtex,True,,,,
TMAOtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TMAOtex,True,,,,
TMAOtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAOtex,True,,,,
TMAtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAtex,False,,,,
TMAtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TMAtex,False,,,,
TMAtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TMAtex,False,,,,
TMAtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAtex,False,,,,
TMAtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAtex,True,,,,
TMAtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TMAtex,True,,,,
TMAtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TMAtex,True,,,,
TMAtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TMAtex,True,,,,
TMDK1,b1238,121.20698236312832,0.011,0.8393346,6.9107279777526855,2.193511043557145,565626.46,,565626.46,Metabolic (Core),False,TMDK1,False,0.6116427874221607,2.4886434053274575,1.5164228217785725,0.6116427874221607
TMDPP,b4382,117.63095515668913,6.028,0.5232555,129.58273315429688,2.193511043557145,132415.635,,132415.635,Metabolic (Core),False,TMDPP,False,5.471967404067663,34.581874924463506,4.1107555217785725,5.471967404067663
TMDPP_reverse,b4382,117.63095515668913,1.5,2.4808748,77.98236083984375,7.008712984588747,132415.635,,132415.635,Metabolic (Reverse),False,TMDPP,True,6.715567060844001,22.24298715610812,4.744793892294373,6.715567060844001
TMDS,b2827,75.96272439544778,1.5677,2.023063,3.006903886795044,3.125381307066244,0.98,,0.98,Metabolic (Core),False,TMDS,False,2.336542745709539,2.430762048465322,2.5149834433975222,2.336542745709539
TMK,b1106,205.72000000000008,11.1439,0.6642889,,35.65562570088102,,,,Metabolic (Core),False,TMK,False,6.414666584996411,15.821271533627007,11.1439,4.0307008411367775
TMPK,b0417,115.69288473855742,4.5414,7.5139794,8.258074760437012,8.813277428077289,0.1151497833333333,,0.1151497833333333,Metabolic (Core),False,TMPK,False,7.059419687775791,7.281682897128575,7.886027080218506,7.059419687775791
TMPPP,b3993,121.175352563932,83.1469,1.3573568,6.516668796539307,1.9351718123726127,146.72062499999998,,146.72062499999998,Metabolic (Core),False,TMPPP,False,6.1421626932056546,23.239024352227982,4.2259203044559595,6.1421626932056546
TPI,b3919,121.20698236312832,,,,,439.1,,439.1,Metabolic (Core),False,TPI,False,,,,
TPI_reverse,b3919,121.20698236312832,,,,,439.1,,439.1,Metabolic (Reverse),False,TPI,True,,,,
TPRDCOAS,b0613,121.20698236312832,1.7732,1.0255916,1.9640145301818848,8.999702292651358,,,,Metabolic (Core),False,TPRDCOAS,False,2.381092430459419,3.4406271057083107,1.8686072650909424,2.381092430459419
TRDR_num1,b0888 and b3781,137.33728571428568,42.7731,,4.483631610870361,11.925618662439843,,19.33333,,Metabolic (Core),True,TRDR,False,13.175300294133939,19.727450091103403,11.925618662439843,6.9154491441937616
TRDR_num2,b2582 and b0888,143.5726410809134,,,11.749009132385254,7.228125235384933,,19.33333,,Metabolic (Core),True,TRDR,False,9.215384387021624,9.488567183885094,9.488567183885094,3.0356851594033305
TRE6PH,b4239,159.765,8.3266,4.231647,60.24456024169922,3.307445376844476,,15.332857142857144,,Metabolic (Core),False,TRE6PH,False,9.153705024947918,19.02756315463592,6.279123499999999,9.153705024947918
TRE6PP,b1897,125.53247203458906,0.5323,1.5495775,11.844958305358888,2.6625568020389947,14.45,,14.45,Metabolic (Core),False,TRE6PP,False,2.258398342893097,4.147348151849471,2.1060671510194973,2.258398342893097
TRE6PS,b1896,157.17088698230995,8.3822,6.1310725,31.296167373657227,3.534094500819971,5.45,,5.45,Metabolic (Core),False,TRE6PS,False,8.682922928627253,12.335883593619299,7.25663625,8.682922928627253
TREH,b3519,194.34251011777783,3.5905,5.7913575,91.3937530517578,14.9190410953546,199.0,,199.0,Metabolic (Core),False,TREH,False,12.976219461278772,28.9236629117781,10.3551992976773,12.976219461278772
TREHpp,b1197,159.51534075283124,52.9519,76.66545,204.1670379638672,4.3269544586335424,199.0,,199.0,Metabolic (Core),False,TREHpp,False,43.51733560537567,84.52783560562519,64.80867500000001,43.51733560537567
TREptspp,b2416 and b2417 and b4240 and b2415,160.70234805267864,14.2726,6.5030847,6.122900009155273,20.83005914936328,,,,Metabolic (Core),True,TREptspp,False,10.430798211608012,11.932160964629638,10.38784235,10.430798211608012
TREtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TREtex,False,,,,
TREtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TREtex,False,,,,
TREtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TREtex,False,,,,
TREtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TREtex,False,,,,
TREtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TREtex,True,,,,
TREtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TREtex,True,,,,
TREtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TREtex,True,,,,
TREtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TREtex,True,,,,
TRPAS2,b3708,121.23861216232469,0.6924,4.061459,6.0234551429748535,2.119322673589061,5.6,,5.6,Metabolic (Core),False,TRPAS2,False,2.4477692483957183,3.2241592041409786,3.0903908367945307,2.4477692483957183
TRPAS2_reverse,b3708,121.23861216232469,71.7696,11.383351,9.698410034179688,9.38360738254706,5.6,,5.6,Metabolic (Reverse),False,TRPAS2,True,16.5127823146264,25.558742104181686,10.540880517089843,16.5127823146264
TRPS1,b1260 and b1261,130.15983707102805,18.5636,2.9019737,8.11235523223877,3.842358408537775,287312.4206222222,,287312.4206222222,Metabolic (Core),True,TRPS1,False,6.401402374616231,8.355071835194137,5.977356820388272,6.401402374616231
TRPS2,b1260 and b1261,130.15983707102805,1.4882,2.9019737,16.57410430908203,3.842358408537775,2.50625,,2.50625,Metabolic (Core),True,TRPS2,False,4.072355453881014,6.201659104404952,3.3721660542688876,4.072355453881014
TRPS3,b1260 and b1261,130.15983707102805,,,,,2.45,,2.45,Metabolic (Core),True,TRPS3,False,,,,
TRPt2rpp_num1,b3709,33.2825,35.5764,7.3730307,31.108959197998047,2.419531547116704,,112645.641475366,,Metabolic (Core),False,TRPt2rpp,False,11.853761993987854,19.119480361278686,19.240994948999024,11.853761993987854
TRPt2rpp_num2,b3161,33.2825,,3.3174744,29.400514602661133,1.719566556138407,,112645.641475366,,Metabolic (Core),False,TRPt2rpp,False,5.514766990528103,11.479185186266514,3.3174744,3.5986977764606536
TRPt2rpp_num3,b0112,23.0,,2.7826943,43.46313095092773,4.074876182746937,,112645.641475366,,Metabolic (Core),False,TRPt2rpp,False,7.8989065276433585,16.773567144558225,4.074876182746937,4.711673966341669
TRPt2rpp_reverse_num1,b3709,33.2825,0.1204,7.3730307,31.108959197998047,2.698624239290672,,112645.641475366,,Metabolic (Reverse),False,TRPt2rpp,True,2.938157732730519,10.32525353432218,5.035827469645336,2.938157732730519
TRPt2rpp_reverse_num2,b3161,33.2825,,3.3174744,29.400514602661133,13.4266919696335,,112645.641475366,,Metabolic (Reverse),False,TRPt2rpp,True,10.94066816614701,15.381560324098212,13.4266919696335,6.015654489000641
TRPt2rpp_reverse_num3,b0112,23.0,,2.7826943,43.46313095092773,9.674936837183308,,112645.641475366,,Metabolic (Reverse),False,TRPt2rpp,True,10.537676981736341,18.640254029370347,9.674936837183308,5.848690786132182
TRPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TRPtex,False,,,,
TRPtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TRPtex,False,,,,
TRPtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TRPtex,False,,,,
TRPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TRPtex,False,,,,
TRPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TRPtex,True,,,,
TRPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TRPtex,True,,,,
TRPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TRPtex,True,,,,
TRPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TRPtex,True,,,,
TRPtipp,b1473,33.2825,,,,,,112645.641475366,,Transport,False,TRPtipp,False,,,,
TRSARr_num1,b0509,136.2454183611817,0.2754,31.94628,33.89002990722656,4.423306762159818,243.0,,243.0,Metabolic (Core),False,TRSARr,False,6.0263008665705895,17.633754167346595,18.18479338107991,6.0263008665705895
TRSARr_num2,b3125,136.47847541820553,,10.164364,77.13313293457031,0.2977766421705213,243.0,,243.0,Metabolic (Core),False,TRSARr,False,6.157493136504542,29.19842452558028,10.164364,3.9088855283936157
TRSARr_reverse_num1,b0509,136.2454183611817,10.5364,21.58844,30.9946346282959,5.2469593410977335,243.0,,243.0,Metabolic (Reverse),False,TRSARr,True,13.868418308305781,17.091608492348406,16.06242,13.868418308305781
TRSARr_reverse_num2,b3125,136.47847541820553,,9.459932,66.46585083007812,2.5334831685657355,243.0,,243.0,Metabolic (Reverse),False,TRSARr,True,11.67888912695963,26.153088666214618,9.459932,6.317585840452142
TSULabcpp_num1,b2424 and b2423 and b2422 and b3917,97.76404181117316,169.3232,12.170093,32.29121017456055,3.653492800559781,,,,Metabolic (Core),True,TSULabcpp,False,22.204997848330912,54.359498993780086,22.230651587280274,22.204997848330912
TSULabcpp_num2,b2424 and b2422 and b2425 and b2423,96.13998390727178,,1.7850711,76.44440460205078,1.719566556138407,,,,Metabolic (Core),True,TSULabcpp,False,6.167939006621625,26.649680752729726,1.7850711,3.913857891796605
TSULtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TSULtex,False,,,,
TSULtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TSULtex,False,,,,
TSULtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TSULtex,False,,,,
TSULtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TSULtex,False,,,,
TSULtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TSULtex,True,,,,
TSULtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TSULtex,True,,,,
TSULtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TSULtex,True,,,,
TSULtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TSULtex,True,,,,
TTDCAtexi,b2344,206.75125446366417,,,,,,112645.641475366,,Transport,False,TTDCAtexi,False,,,,
TTDCEAtexi,b2344,206.75125446366417,,,,,,112645.641475366,,Transport,False,TTDCEAtexi,False,,,,
TTRCYCtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TTRCYCtex,False,,,,
TTRCYCtex_num2,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TTRCYCtex,False,,,,
TTRCYCtex_num3,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TTRCYCtex,False,,,,
TTRCYCtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TTRCYCtex,False,,,,
TTRCYCtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TTRCYCtex,True,,,,
TTRCYCtex_reverse_num2,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TTRCYCtex,True,,,,
TTRCYCtex_reverse_num3,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TTRCYCtex,True,,,,
TTRCYCtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TTRCYCtex,True,,,,
TTRCYCtpp_num1,b3035 and b0463 and b2470,149.80799644754114,26.18,,42.18484115600586,28.47066530571922,,112645.641475366,,Transport,True,TTRCYCtpp,False,31.56272989416744,32.27850215390836,28.47066530571922,13.316218695466834
TTRCYCtpp_num2,b3035 and b0463 and b0462,97.76404181117316,,,42.18484115600586,18.326856900230485,,112645.641475366,,Transport,True,TTRCYCtpp,False,27.804955443680768,30.25584902811817,30.25584902811817,5.273040436378311
TUNGSabcpp,b0765 and b0764 and b0763,128.2406734749161,212.3867,3.3633182,,19.07447150904677,,,,Metabolic (Core),True,TUNGSabcpp,False,23.884487641997207,78.27482990301559,19.07447150904677,10.804058998117789
TUNGStex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TUNGStex,False,,,,
TUNGStex_num2,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TUNGStex,False,,,,
TUNGStex_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TUNGStex,False,,,,
TUNGStex_num4,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TUNGStex,False,,,,
TUNGStex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TUNGStex,True,,,,
TUNGStex_reverse_num2,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TUNGStex,True,,,,
TUNGStex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TUNGStex,True,,,,
TUNGStex_reverse_num4,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TUNGStex,True,,,,
TYMtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYMtex,False,,,,
TYMtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYMtex,False,,,,
TYMtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYMtex,False,,,,
TYMtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYMtex,False,,,,
TYMtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYMtex,True,,,,
TYMtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYMtex,True,,,,
TYMtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYMtex,True,,,,
TYMtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYMtex,True,,,,
TYRL,b3991,126.88473466186872,74.5526,11.816563,3.014991044998169,2.6761024502934845,,,,Metabolic (Core),False,TYRL,False,9.181966051889527,23.015064123822913,7.415777022499085,9.181966051889527
TYROXDApp,b1386,169.22268505812133,2.5839,19.06298,11.040637016296388,4.3269544586335424,30938.966666666667,,30938.966666666667,Metabolic (Core),False,TYROXDApp,False,6.964833481250445,9.253617868732483,7.6837957374649655,6.964833481250445
TYRPpp,b4055,222.8937010511005,2.9201,4.312207,10.125492095947266,5.160646713364276,,112645.641475366,,Metabolic (Core),False,TYRPpp,False,5.064707842834389,5.629611452327885,4.736426856682138,5.064707842834389
TYRPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRPtex,False,,,,
TYRPtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYRPtex,False,,,,
TYRPtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYRPtex,False,,,,
TYRPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRPtex,False,,,,
TYRPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRPtex,True,,,,
TYRPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYRPtex,True,,,,
TYRPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYRPtex,True,,,,
TYRPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRPtex,True,,,,
TYRTA_num1,b0928,128.2406734749161,100.6482,11.912126,346.9944763183594,5.265135685472943,180.6625,,180.6625,Metabolic (Core),False,TYRTA,False,38.47085646628919,116.20498450095809,56.280163,38.47085646628919
TYRTA_num2,b4054,128.2406734749161,,3.003911,76.07127380371094,20.83005914936328,180.6625,,180.6625,Metabolic (Core),False,TYRTA,False,16.821552846859156,33.30174798435807,20.83005914936328,8.30614605062117
TYRTA_num3,b3770,120.7983675600902,,47.469963,26.177021026611328,20.83005914936328,180.6625,,180.6625,Metabolic (Core),False,TYRTA,False,29.58079711325228,31.492347725324873,26.177021026611328,12.684034206204506
TYRTA_reverse_num1,b0928,128.2406734749161,8.9937,49.018787,348.0181579589844,6.251791315671339,180.6625,,180.6625,Metabolic (Reverse),False,TYRTA,True,31.2951352976062,103.07060906866393,29.006243500000004,31.2951352976062
TYRTA_reverse_num2,b4054,128.2406734749161,,21.647558,88.54058074951172,8.999702292651358,180.6625,,180.6625,Metabolic (Reverse),False,TYRTA,True,25.838054334522045,39.72928034738769,21.647558,11.460270153022126
TYRTA_reverse_num3,b3770,120.7983675600902,,44.211716,21.895219802856445,23.723115167208363,180.6625,,180.6625,Metabolic (Reverse),False,TYRTA,True,28.42406140694074,29.943350323354935,23.723115167208363,12.31018556398615
TYRt2rpp_num1,b1907,33.2825,2.295,9.675033,23.94058609008789,9.661923757639329,,112645.641475366,,Metabolic (Core),False,TYRt2rpp,False,8.465612438535905,11.393135711931805,9.668478378819664,8.465612438535905
TYRt2rpp_num2,b0112,23.0,,13.006006,43.46313095092773,7.677819618581422,,112645.641475366,,Metabolic (Core),False,TYRt2rpp,False,16.311764936742584,21.382318856503048,13.006006,8.116629380233576
TYRt2rpp_reverse_num1,b1907,33.2825,1.93,9.675033,23.94058609008789,6.818044099604823,,112645.641475366,,Metabolic (Reverse),False,TYRt2rpp,True,7.430209976670418,10.590915797423179,8.246538549802413,7.430209976670418
TYRt2rpp_reverse_num2,b0112,23.0,,13.006006,43.46313095092773,28.88367235458073,,112645.641475366,,Metabolic (Reverse),False,TYRt2rpp,True,25.369142587423166,28.450936435169485,28.88367235458073,11.303926944288817
TYRtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRtex,False,,,,
TYRtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYRtex,False,,,,
TYRtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYRtex,False,,,,
TYRtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRtex,False,,,,
TYRtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRtex,True,,,,
TYRtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,TYRtex,True,,,,
TYRtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,TYRtex,True,,,,
TYRtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,TYRtex,True,,,,
TYRtipp,b1473,33.2825,,,,,,112645.641475366,,Transport,False,TYRtipp,False,,,,
U23GAAT,b0179,149.80799644754114,25.5877,15.328601,26.779211044311523,6.176738921356694,262.0,,262.0,Metabolic (Core),False,U23GAAT,False,15.95962557362701,18.468062741417057,20.458150500000002,15.95962557362701
UAAGDS,b0085,121.175352563932,10.2727,3.0902448,14.348093032836914,5.883657458713799,423.838084,,423.838084,Metabolic (Core),False,UAAGDS,False,7.194982857504931,8.398673822887678,8.0781787293569,7.194982857504931
UACGALPpp,b0480,169.22268505812133,36.3731,38.68474,189.866928100586,4.961503606695668,399.46,,399.46,Metabolic (Core),False,UACGALPpp,False,33.930921822464015,67.47156792682041,37.52892,33.930921822464015
